,prediction
547,1
548,1
549,1
550,1
551,1
552,1
553,2
554,1
555,2
556,1
557,1
558,1
559,1
560,1
561,1
562,2
563,1
564,1
565,2
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,2
595,2
596,1
597,1
598,1
599,2
600,1
601,1
602,2
603,1
604,1
605,2
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,0
616,2
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,2
626,1
627,1
628,0
629,1
630,1
631,2
632,2
633,1
634,1
635,2
636,2
637,2
638,1
639,1
640,1
641,2
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,0
650,0
651,1
652,1
653,1
654,0
655,2
656,2
657,1
658,1
659,2
660,2
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,2
669,0
670,1
671,2
672,1
673,1
674,1
675,1
676,1
677,2
678,1
679,1
680,1
681,1
682,1
683,0
684,1
685,1
686,1
687,2
688,1
689,1
690,1
691,2
692,1
693,0
694,1
695,1
696,1
697,1
698,1
699,2
700,2
701,1
702,2
703,1
704,1
705,2
706,2
707,1
708,2
709,2
710,1
711,2
712,2
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,2
723,1
724,2
725,2
726,1
727,1
728,1
729,1
730,1
731,1
732,2
733,2
734,0
735,2
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,2
746,1
747,1
748,1
749,1
750,1
751,1
752,0
753,1
754,1
755,1
756,0
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,0
769,1
770,1
771,1
772,1
773,0
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,2
790,1
791,0
792,2
793,0
794,0
795,1
796,2
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,0
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,2
830,2
831,0
832,1
833,2
834,2
835,1
836,2
837,1
838,2
839,1
840,1
841,1
842,1
843,1
844,1
845,0
846,1
847,1
848,1
849,1
850,2
851,1
852,2
853,1
854,1
855,1
856,1
857,0
858,1
859,1
860,2
861,2
862,2
863,2
864,2
865,1
866,1
867,1
868,1
869,1
870,1
871,2
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,2
881,1
882,1
883,1
884,2
885,1
886,1
887,1
888,1
889,1
890,1
891,2
892,1
893,1
894,2
895,2
896,1
897,1
898,1
899,2
900,2
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,2
910,1
911,1
912,2
913,1
914,1
915,1
916,1
917,1
918,2
919,1
920,1
921,1
922,1
923,1
924,1
925,2
926,2
927,2
928,1
929,1
930,1
931,0
932,1
933,2
934,1
935,1
936,2
937,1
938,1
939,2
940,0
941,0
942,1
943,1
944,0
945,1
946,1
947,1
948,1
949,0
950,1
951,0
952,1
953,1
954,1
955,1
956,1
957,0
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,1
970,1
971,0
972,1
973,1
974,1
975,1
976,1
977,1
978,1
979,0
980,1
981,1
982,1
983,1
984,1
985,1
986,0
987,1
988,1
989,1
990,1
991,1
992,1
993,2
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,2
1002,2
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,0
1010,1
1011,1
1012,1
1013,1
1014,2
1015,1
1016,1
1017,2
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,0
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,2
1037,1
1038,2
1039,1
1040,1
1041,2
1042,1
1043,1
1044,2
1045,1
1046,2
1047,2
1048,1
1049,1
1050,1
1051,2
1052,2
1053,1
1054,2
1055,0
1056,2
1057,2
1058,1
1059,1
1060,1
1061,1
1062,1
1063,2
1064,0
1065,1
1066,0
1067,2
1068,2
1069,1
1070,1
1071,0
1072,0
1073,1
1074,2
1075,1
1076,2
1077,2
1078,1
1079,2
1080,2
1081,0
1082,1
1083,1
1084,2
1085,2
1086,1
1087,0
1088,1
1089,1
1090,1
1091,0
1092,1
1093,1
1094,0
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,2
1106,2
1107,1
1108,1
1109,0
1110,0
1111,0
1112,1
1113,2
1114,1
1115,1
1116,0
1117,1
1118,1
1119,1
1120,1
1121,0
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,0
1132,2
1133,2
1134,2
1135,2
1136,2
1137,2
1138,2
1139,2
1140,1
1141,2
1142,1
1143,2
1144,1
1145,2
1146,1
1147,1
1148,1
1149,1
1150,1
1151,0
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,1
1166,2
1167,1
1168,0
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,0
1189,2
1190,1
1191,1
1192,1
1193,0
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,0
1209,0
1210,1
1211,1
1212,2
1213,0
1214,1
1215,0
1216,1
1217,1
1218,1
1219,0
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,0
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,2
1243,2
1244,0
1245,1
1246,2
1247,2
1248,1
1249,2
1250,1
1251,0
1252,0
1253,1
1254,1
1255,1
1256,1
1257,1
1258,0
1259,2
1260,2
1261,1
1262,2
1263,2
1264,1
1265,2
1266,1
1267,2
1268,1
1269,1
1270,2
1271,2
1272,2
1273,1
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,2
1282,1
1283,1
1284,2
1285,2
1286,1
1287,1
1288,1
1289,1
1290,1
1291,0
1292,1
1293,2
1294,1
1295,2
1296,2
1297,2
1298,2
1299,2
1300,2
1301,1
1302,1
1303,2
1304,2
1305,2
1306,1
1307,2
1308,1
1309,1
1310,0
1311,1
1312,1
1313,1
1314,1
1315,0
1316,1
1317,2
1318,1
1319,0
1320,1
1321,1
1322,2
1323,1
1324,1
1325,1
1326,1
1327,1
1328,0
1329,1
1330,0
1331,1
1332,1
1333,1
1334,0
1335,1
1336,0
1337,1
1338,0
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,0
1348,1
1349,2
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,2
1371,2
1372,1
1373,2
1374,1
1375,2
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,2
1384,1
1385,2
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,2
1395,1
1396,2
1397,2
1398,1
1399,1
1400,1
1401,2
1402,1
1403,2
1404,2
1405,2
1406,1
1407,2
1408,1
1409,2
1410,2
1411,1
1412,0
1413,1
1414,1
1415,1
1416,1
1417,1
1418,2
1419,1
1420,0
1421,1
1422,1
1423,1
1424,1
1425,1
1426,0
1427,0
1428,1
1429,1
1430,1
1431,2
1432,1
1433,1
1434,1
1435,2
1436,1
1437,1
1438,2
1439,1
1440,0
1441,0
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,2
1451,1
1452,1
1453,1
1454,0
1455,1
1456,2
1457,1
1458,1
1459,0
1460,2
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,0
1468,1
1469,1
1470,2
1471,2
1472,0
1473,1
1474,1
1475,1
1476,1
1477,2
1478,1
1479,2
1480,2
1481,2
1482,1
1483,2
1484,2
1485,1
1486,2
1487,2
1488,1
1489,1
1490,1
1491,1
1492,2
1493,1
1494,2
1495,1
1496,2
1497,2
1498,2
1499,1
1500,1
1501,1
1502,1
1503,1
1504,2
1505,1
1506,1
1507,1
1508,2
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,2
1519,1
1520,2
1521,1
1522,1
1523,1
1524,2
1525,1
1526,1
1527,1
1528,1
1529,2
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,2
1537,1
1538,1
1539,1
1540,2
1541,1
1542,2
1543,0
1544,1
1545,1
1546,1
1547,1
1548,2
1549,1
1550,1
1551,1
1552,1
1553,2
1554,1
1555,0
1556,1
1557,1
1558,1
1559,1
1560,0
1561,1
1562,1
1563,1
1564,1
1565,0
1566,1
1567,1
1568,1
1569,0
1570,1
1571,1
1572,1
1573,0
1574,0
1575,1
1576,1
1577,1
1578,1
1579,0
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,2
1590,1
1591,0
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,1
1601,1
1602,0
1603,0
1604,1
1605,1
1606,1
1607,1
1608,0
1609,1
1610,1
1611,0
1612,0
1613,1
1614,1
1615,1
1616,1
1617,1
1618,0
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1630,1
1631,0
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,0
1649,1
1650,1
1651,1
1652,1
1653,1
1654,0
1655,0
1656,1
1657,1
1658,1
1659,1
1660,0
1661,1
1662,1
1663,1
1664,1
1665,0
1666,1
1667,1
1668,1
1669,0
1670,1
1671,0
1672,1
1673,1
1674,1
1675,2
1676,0
1677,1
1678,0
1679,1
1680,2
1681,2
1682,1
1683,0
1684,2
1685,2
1686,2
1687,1
1688,2
1689,2
1690,2
1691,2
1692,1
1693,1
1694,2
1695,1
1696,1
1697,1
1698,2
1699,2
1700,2
1701,2
1702,2
1703,2
1704,2
1705,2
1706,1
1707,2
1708,2
1709,1
1710,2
1711,2
1712,1
1713,1
1714,2
1715,1
1716,2
1717,2
1718,2
1719,1
1720,1
1721,2
1722,1
1723,2
1724,2
1725,2
1726,1
1727,2
1728,2
1729,1
1730,1
1731,2
1732,2
1733,2
1734,1
1735,2
1736,2
1737,1
1738,2
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,0
1762,0
1763,1
1764,1
1765,1
1766,1
1767,0
1768,1
1769,1
1770,0
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,1
1790,1
1791,1
1792,2
1793,0
1794,1
1795,1
1796,1
1797,2
1798,1
1799,1
1800,2
1801,2
1802,2
1803,2
1804,1
1805,2
1806,2
1807,2
1808,0
1809,0
1810,2
1811,0
1812,1
1813,1
1814,1
1815,2
1816,0
1817,1
1818,0
1819,1
1820,1
1821,1
1822,1
1823,2
1824,2
1825,0
1826,1
1827,0
1828,2
1829,2
1830,0
1831,0
1832,1
1833,1
1834,1
1835,1
1836,1
1837,2
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,1
1847,0
1848,2
1849,2
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,1
1875,1
1876,1
1877,1
1878,1
1879,2
1880,1
1881,2
1882,0
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,1
1891,1
1892,1
1893,1
1894,1
1895,0
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,1
1910,1
1911,1
1912,1
1913,1
1914,1
1915,1
1916,0
1917,1
1918,1
1919,1
1920,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,1
1933,0
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,2
1945,2
1946,2
1947,2
1948,1
1949,2
1950,2
1951,2
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,2
1959,1
1960,1
1961,2
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,2
1985,2
1986,1
1987,0
1988,2
1989,1
1990,2
1991,2
1992,1
1993,1
1994,1
1995,1
1996,0
1997,1
1998,1
1999,1
2000,1
2001,0
2002,1
2003,1
2004,1
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,1
2016,1
2017,1
2018,2
2019,2
2020,2
2021,1
2022,1
2023,1
2024,1
2025,2
2026,1
2027,1
2028,1
2029,0
2030,2
2031,1
2032,1
2033,1
2034,1
2035,1
2036,1
2037,2
2038,1
2039,1
2040,2
2041,1
2042,1
2043,1
2044,2
2045,0
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,1
2057,0
2058,1
2059,0
2060,0
2061,1
2062,0
2063,1
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,2
2094,1
2095,1
2096,2
2097,2
2098,1
2099,1
2100,1
2101,2
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,0
2109,1
2110,1
2111,1
2112,1
2113,2
2114,1
2115,1
2116,1
2117,1
2118,0
2119,1
2120,0
2121,1
